"text","text_en","cmp_code","eu_code"
"Deutschland.","Germany.",NA,NA
"Alles ist drin.","Everything is inside.",NA,NA
"Bundestagswahlprogramm 2021","Bundestag election program 2021",NA,NA
"Bereit, weil ihr es seid.","Ready because you are.",NA,NA
"Bei diesem Dokument handelt es sich um das grüne Wahlprogramm zur Bundestagswahl 2021.","This document is the Green election program for the 2021 federal election.",NA,NA
"Die final gestaltete Fassung mit Inhaltsverzeichns und Stichwortregister wird Ende Juli als barrierefreies PDF auf gruene.de/wahlprogramm veröffentlicht.","The final version with table of contents and keyword index will be published at the end of July as an accessible PDF at gruene.de/wahlprogramm.",NA,NA
"Herausgeber*in:","Editor*in:",NA,NA
"BÜNDNIS 90/DIE GRÜNEN Platz vor dem Neuen Tor 1","ALLIANCE 90/THE GREENS Square in front of the New Gate 1",NA,NA
"10115 Berlin","10115 Berlin",NA,NA
"Telefon: 030 28442-0","Phone: 030 28442-0",NA,NA
"Fax: 030 28442-210","Fax: 030 28442-210",NA,NA
"E-Mail: info@gruene.de","E-mail: info@gruene.de",NA,NA
"Internet: gruene.de","Internet: gruene.de",NA,NA
"V.i.S.d.P.:","V.i.S.d.P.:",NA,NA
"BÜNDNIS 90/DIE GRÜNEN Annkathrin Schäfer","ALLIANCE 90/THE GREENS Annkathrin Schäfer",NA,NA
"Platz vor dem Neuen Tor 1","Square in front of the New Gate 1",NA,NA
"10115 Berlin","10115 Berlin",NA,NA
"Spendenkonto:","Donation account:",NA,NA
"IBAN: DE 73 4306 0967 8035 8159 00","IBAN: DE 73 4306 0967 8035 8159 00",NA,NA
"BIC/Swift: GENODEM1GLS GLS-Bank","BIC/Swift: GENODEM1GLS GLS Bank",NA,NA
"Eine Einladung","An invitation","H",NA
"Liebe Wähler*innen, durch Wahlen entscheidet eine Gesellschaft, wer sie sein will.","Dear voters, it is through elections that a society decides who it wants to be.","202.1",NA
"Das gilt erst recht für diese Bundestagswahl am 26. September.","That applies all the more to this federal election on September 26.","202.1",NA
"Mit ihr endet eine Ära und eine neue kann beginnen.","With it, an era ends and a new one can begin.","202.1",NA
"Zukunft ist aber nichts, was uns einfach widerfährt.","But the future is not something that just happens to us.","000",NA
"Sie, liebe Wähler*innen, können mit Ihrer Stimme selbst entscheiden, welche Richtung sie nimmt.","You, dear voters, can decide with your vote which direction it will take.","202.1",NA
"Wir, BÜNDNIS 90/DIE GRÜNEN, legen mit diesem Programm unser inhaltliches Angebot an Sie vor.","We, BÜNDNIS 90/DIE GRÜNEN, are presenting our substantive offer to you with this program.","305.1",NA
"Wir tun dies in einer Zeit des globalen Ausnahmezustands.","We are doing this at a time of global emergency.","305.1",NA
"Die Pandemie hat uns alle bis ins Mark getroffen.","The pandemic has hit us all to the core.","000",NA
"Sie hat im Guten gezeigt, zu welcher Gemeinsamkeit, Innovationskraft und Widerstandsfähigkeit wir Menschen erreichen können.","It has shown in a good way the commonality, innovation and resilience we can reach people to.","606.1",NA
"Sie hat aber auch die Schwachstellen unserer Gesellschaft schonungslos offengelegt, und das in einer ohnehin verwundbaren Welt.","But it has also ruthlessly exposed the vulnerabilities of our society, and in an already vulnerable world.","606.1",NA
"Die globalen Krisen dieser Zeit – zuallererst die Klimakrise als wahre Menschheitskrise – wirken in unser aller Leben hinein und gefährden Freiheit, Sicherheit und Wohlstand.","The global crises of this time - first and foremost the climate crisis as a true crisis of humanity - have an impact on all our lives and endanger freedom, security and prosperity.","501",NA
"Wir haben aber die Wahl: Wir können entscheiden, ob uns die Krisen über den Kopf wachsen oder wir über sie hinaus.","But we have a choice: we can decide whether the crises grow over our heads or whether we outgrow them.","606.1",NA
"Die Erfahrungen in der Pandemie zeigen, dass wir Krisen in gemeinsamer Kraftanstrengung bewältigen können.","The experience of the pandemic shows that we can overcome crises by working together.","606.1",NA
"Durch die Solidarität, mit der unsere Gesellschaft den Verletzlichsten den stärksten Schutz gegeben hat.","Through the solidarity with which our society has given the strongest protection to the most vulnerable.","606.1",NA
"Durch Rücksichtnahme, die so viele Menschen an den Tag legen.","Through thoughtfulness, which so many people display.","606.1",NA
"Durch Wissenschaft und Fortschritt.","Through science and progress.","411",NA
"Täglich wachsen in der Pandemie Menschen über sich hinaus – im Krankenhaus, im Altersheim, im Supermarkt, im Labor, Kinder, Eltern und Lehrkräfte im Distanzunterricht, Jugendliche allein zu Hause, Selbständige, die größte Anpassungsfähigkeit zeigen.","Every day people outgrow themselves in the pandemic - in the hospital, in the nursing home, in the supermarket, in the laboratory, children, parents and teachers in distance learning, young people alone at home, self-employed people showing the greatest adaptability.","606.1",NA
"Jetzt ist es Zeit, dass die Politik über sich hinauswächst.","Now is the time for politics to rise above itself.","202.1",NA
"Wir können aus Fehlern lernen.","We can learn from mistakes.","305.1",NA
"Wir haben erlebt, wie fragil der Status quo ist, wie zerbrechlich eine rein auf Profit ausgerichtete Wirtschaft,","We have seen how fragile the status quo is, how fragile a purely profit-driven economy is,","416.1",NA
"aber auch, welche Bedeutung Grundrechte haben","but also the importance of fundamental rights","201.2",NA
"und wie stark unsere Gesellschaft ist.","and the strength of our society.","606.1",NA
"Wir haben erfahren, wie begrenzt nationale Antworten auf globale Fragen sind,","We have learned how limited national answers to global questions are,","107",NA
"gesehen, wie viel Unsicherheit entsteht, wenn man nur auf Sicht fährt,","I have seen how much uncertainty arises when you only drive on sight,","404",NA
"und wie notwendig eine Politik mit Weitblick und für Frieden ist.","and how necessary a policy with vision and for peace is.","106",NA
"Je besser wir vorsorgen, je widerstandsfähiger wir werden, je besser wir schützen, umso freier können wir leben.","The better we provide, the more resilient we become, the better we protect, the freer we can live.","201.1",NA
"Als Gesellschaft haben wir den Schlüssel für so vieles schon in der Hand.","As a society, we already hold the key to so much.","606.1",NA
"Wir wissen, wie man eine Industriegesellschaft sicher ins Zeitalter der Klimaneutralität führt.","We know how to lead an industrial society safely into the age of climate neutrality.","501",NA
"Wie man dafür den Kohleausstieg beschleunigt und Versorgungssicherheit gewährleistet,","How to accelerate the coal phase-out and ensure security of supply,","416.2",NA
"wie viel mehr Strom aus Wind und Sonne gewonnen werden kann","how much more electricity can be generated from wind and sun","416.2",NA
"und der Naturschutz gestärkt wird.","and nature conservation is strengthened.","501",NA
"Wir wissen, wie man eine sozial-ökologische Marktwirtschaft entwickelt, die zukunftsfähige Jobs, sozialen Schutz und fairen Wettbewerb in Deutschland und Europa zusammenbringt,","We know how to develop a social-ecological market economy that combines sustainable jobs, social protection and fair competition in Germany and Europe,","403",NA
"wie man der Globalisierung klare Regeln setzt und multinationale Konzerne angemessen besteuert.","how to set clear rules for globalization and how to tax multinational corporations appropriately.","403",NA
"Wir wissen, wie wir in eine starke Gesundheitsversorgung","We know how we can invest in a strong healthcare system.","504",NA
"und eine moderne Infrastruktur,","and a modern infrastructure,","411",NA
"Wir wissen, wie wir in eine starke Gesundheitsversorgung","We know how we can invest in a strong healthcare system.","504",NA
"und eine moderne Infrastruktur,","and a modern infrastructure,","411",NA
"in gute Schulen und öffentliche Räume,","in good schools and public spaces,","506",NA
"in einen gut funktionierenden und bürger*innennahen Staat investieren können.","can invest in a well-functioning state that is close to its citizens.","303",NA
"Es ist möglich, Ungleichheit zu verringern,","It is possible to reduce inequality, to","503",NA
"gleichwertige Lebensverhältnisse auf dem Dorf, in der Kleinstadt und in der Metropole herzustellen","create equal living conditions in the village, in the small town and in the metropolis,","503",NA
"und Kinder ins Zentrum zu rücken.","and to put children at the center.","503",NA
"Wir können eine volle Gleichberechtigung der Geschlechter erreichen","We can achieve full gender equality","503",NA
"und eine vielfältige Einwanderungsgesellschaft gestalten.","and shape a diverse immigrant society.","607.2",NA
"Wir sind in der Lage und fest entschlossen, Europa als Wertegemeinschaft demokratisch zu stärken und im globalen Systemwettbewerb gerechter und handlungsfähiger zu machen.","We are in a position and firmly determined to democratically strengthen Europe as a community of values and to make it fairer and more capable of acting in global system competition.","108",NA
"Das lässt sich mit internationaler Solidarität meistern und wenn wir unsere Art, zu leben und zu wirtschaften, so gestalten, dass wir Krisen an anderen Orten der Welt nicht verschärfen.","This can be mastered with international solidarity and if we shape our way of living and doing business in such a way that we do not exacerbate crises elsewhere in the world.","107",NA
"Aber Worte allein reichen nicht, wir müssen es auch tun.","But words alone are not enough, we must also do it.","305.1",NA
"Jetzt ist die Zeit fürs Machen.","Now is the time for making.","305.1",NA
"Reaktive Politik hat die letzten Jahre über versucht das Schlimmste zu verhindern.","Reactive politics has tried to prevent the worst over the last years.","305.1",NA
"Aber es geht darum, das Beste zu ermöglichen.","But it's about enabling the best.","305.1",NA
"In kurzer Zeit eine klimaneutrale Gesellschaft zu werden, ist eine epochale Aufgabe mit inspirierender Kraft.","Becoming a climate-neutral society in a short time is an epoch-making task with inspiring power.","501",NA
"Wir wollen einen Aufschwung schaffen, der über das rein Ökonomische hinausgeht.","We want to create an upswing that goes beyond the purely economic.","416.2",NA
"Einen Aufschwung, der das ganze gesellschaftliche Leben in seiner Stärke und Vielfalt erfasst: Bildung und Kultur, Arbeit und Digitalisierung, Wissenschaft und Innovation.","An upswing that encompasses all of social life in its strength and diversity: Education and culture, work and digitization, science and innovation.","416.2",NA
"Dieses Programm ist dafür ein Anfang.","This program is a start for that.","305.1",NA
"Es schlägt konkrete und ehrgeizige Projekte für politisches Handeln in einer Bundesregierung in den kommenden vier Jahren vor.","It proposes concrete and ambitious projects for political action in a federal government over the next four years.","305.1",NA
"Die Aufgaben sind groß, die Widerstände ebenfalls.","The tasks are great, and so are the resistances.","305.1",NA
"Aber die letzten Jahre haben gezeigt, dass viele Menschen in der Gesellschaft der Politik weit voraus sind.","But recent years have shown that many people in society are far ahead of politics.","202.1",NA
"Lassen Sie uns also gemeinsam die politische Arbeit auf die Höhe der Zeit bringen.","So let's work together to bring political work up to date.","202.1",NA
"Wenn Sie, liebe Wähler*innen, uns das Mandat dafür erteilen und wir diese Projekte mit Ihnen Schritt für Schritt umsetzen dürfen, schaffen wir zusammen die Grundlagen für ein Jahrzehnt des mutigen Vorangehens, des Machens, des Gelingens.","If you, dear voters, give us the mandate for this and we are allowed to implement these projects with you step by step, together we will create the foundations for a decade of boldly moving forward, of doing, of succeeding.","202.1",NA
"Macht ist in einer Demokratie nur geliehen.","Power is only borrowed in a democracy.","202.1",NA
"Diese Leihgabe verpflichtet zu sauberer Politik – zu einer Politik, die das Wohl der Bürger*innen über das persönliche Interesse stellt, die Rechenschaft ablegt und sich selbst Grenzen setzt.","This loan commits to clean politics - to politics that puts the good of citizens* above personal interest, that is accountable, and that sets limits on itself.","202.1",NA
"In diesem Sinne werden wir handeln.","We will act in this spirit.","202.1",NA
"Wir werden manch gute Tradition auf neue Weise zum Tragen bringen, manch Neues begründen, manch Gewohntes ablösen, aber wir schaffen Sicherheit im Übergang.","We will bring many a good tradition to bear in a new way, establish many a new thing, replace many a familiar thing, but we will create security in the transition.","000",NA
"Nach einer Ära der politischen Kurzfristigkeit bringen wir den langen Atem, den klaren Kompass und die Durchsetzungsfähigkeit mit, um unser Land- im Herzen Europas, der Welt zugewandt- in eine bessere Zukunft zu führen.","After an era of political short-termism, we have the staying power, the clear compass and the assertiveness to lead our country - at the heart of Europe, facing the world - into a better future.","305.1",NA
"Ja, zu führen.","Yes, to lead.","305.1",NA
"Erstmals in der Geschichte der Bundesrepublik kämp­ fen wir, BÜNDNIS 90/DIE GRÜNEN, um die politische Führung in diesem Land, inhaltlich und personell.","For the first time in the history of the Federal Republic of Germany, we, the Alliance 90/The Greens, are fighting for political leadership in this country, both in terms of content and personnel.","305.1",NA
"Wir stehen auf einem festen Wertefundament und sind tief verwurzelt in der Gesellschaft.","We stand on a firm foundation of values and are deeply rooted in society.","305.1",NA
"Wir haben ein klares Ziel für dieses Jahrzehnt vor Augen: klimagerechten Wohlstand.","We have a clear goal in mind for this decade: climate-friendly prosperity.","416.2",NA
"Wir sind gewachsen und gestärkt durchs Regieren in Kommunen, Ländern und im Bund.","We have grown and strengthened through governing in local, state and federal government.","305.1",NA
"Mit Erfahrung und Kompetenz, mit Herz und Weitblick, mit Zuversicht und Leidenschaft, offen und lernfähig, so gehen wir in dieses Jahrzehnt.","With experience and competence, with heart and vision, with confidence and passion, open and capable of learning, this is how we enter this decade.","305.1",NA
"Das ist unser Angebot und so werben wir um Mehrheiten für die kommenden vier Jahre.","That is our offer and that is how we are canvassing for majorities for the next four years.","305.1",NA
"Wir laden Sie ein, mit uns diesen Weg zu gehen.","We invite you to walk this path with us.","305.1",NA
"Kapitel 1: Lebensgrundlagen schützen","Chapter 1: Protecting livelihoods","H",NA
"Die Klimakrise ist die Existenzfrage unserer Zeit.","The climate crisis is the existential question of our time.","501",NA
"Daher ist Klimaschutz keine Zukunftsaufgabe, sondern Klimaschutz ist jetzt.","Therefore, climate protection is not a task for the future, but climate protection is now.","501",NA
"Wenn wir zu Beginn dieses Jahrzehnts konsequent handeln und die sozial-ökologische Transformation einläuten, können wir die Klimakatastrophe noch verhindern und zu einer klimagerechten Welt beitragen.","If we act consistently at the beginning of this decade and usher in the socio-ecological transformation, we can still prevent the climate catastrophe and contribute to a climate-just world.","501",NA
"Klimaneutralität ist dabei eine große Chance für höhere Lebensqualität,","In this context, climate neutrality is a great opportunity for a higher quality of life,","501",NA
"mehr soziale Gerechtigkeit","more social justice","503",NA
"und einen klimagerechten Wohlstand.","and climate-friendly prosperity.","416.2",NA
"Sie gilt es zu ergreifen.","They must be seized.","416.2",NA
"Wir haben in den vergangenen Jahren mit Hitzesommern, Waldsterben, Überschwemmungen und Dürren die Klimakrise bereits zu spüren bekommen.","We have already felt the climate crisis in recent years with heatwaves, forest dieback, floods and droughts.","501",NA
"Sie hat dramatische Konsequenzen bei uns und auf der ganzen Welt: etwa für die Gesundheit der Menschen – und es sind vor allem die mit den geringsten Einkommen und insbesondere die Menschen im globalen Süden, die den Preis dafür zahlen, dass der ökologische Fußabdruck der Reichsten am größten ist.","It has dramatic consequences at home and around the world: for people's health, for example - and it is primarily those with the lowest incomes, and especially those in the global South, who pay the price for the fact that the ecological footprint of the richest is the largest.","503",NA
"Oder für die Bäuer*innen, denen zunehmend die Grundlage entzogen wird.","Or for the farmers, who are increasingly being deprived of their livelihood.","703.1",NA
"Und für den Zusammenhalt in unserer Gesellschaft.","And for cohesion in our society.","606.1",NA
"Alle diese Folgen werden sich vervielfachen, wenn wir jetzt nicht umsteuern.","All of these consequences will multiply if we do not change course now.","501",NA
"Je entschiedener wir handeln, desto mehr Freiheiten und Alternativen sichern wir für jetzige und künftige Generationen.","The more resolutely we act, the more freedoms and alternatives we secure for current and future generations.","201.1",NA
