"text","text_en","cmp_code","eu_code"
"Schauen wir nicht länger zu!","Let's not watch any longer!","H",NA
"Wir sehen die Herausforderungen","We see the challenges","H",NA
"Wir sehen, wie sich unsere Welt rasend schnell verändert.","We see our world changing at breakneck speed.","000",NA
"Die Digitalisierung formt unsere Wirtschaft um.","Digitalization is reshaping our economy.","411",NA
"Selbst gestandene Unternehmen aus Industrie und Finanzwesen drohen, den Anschluss zu verlieren.","Even seasoned companies from industry and finance are in danger of losing touch.","411",NA
"Immer schnellere Medien konkurrieren um unsere Aufmerksamkeit.","Faster and faster media compete for our attention.","411",NA
"Wir sehen, dass Kriege und schlechte Lebensbedingungen Millionen von Menschen weltweit in Bewegung setzen – viele von ihnen wollen zu uns kommen.","We see that wars and poor living conditions are moving millions of people around the world - many of whom want to come to us.","000",NA
"Die Finanzierung unserer sozialen Sicherungssysteme läuft aus dem Ruder.","The financing of our social security systems is getting out of hand.","000",NA
"Wir sehen, wie extreme Gruppen von Links und Rechts die politische Landschaft verändern.","We see extreme groups from the left and right changing the political landscape.","202.1",NA
"Nationalisten machen gegen die Europäische Union mobil.","Nationalists mobilize against the European Union.","108",NA
"Islamistische Terroristen versuchen mit Gewalt, unsere tolerante Lebensweise zu vernichten.","Islamist terrorists are trying to use violence to destroy our tolerant way of life.","202.1",NA
"Wir sehen, dass der Rechtsstaat und die Weltoffenheit unseres Landes wanken.","We see that the rule of law and the cosmopolitanism of our country are wavering.","202.1",NA
"Dass vieles, das vor kurzem noch selbstverständlich war, plötzlich wieder zur Disposition steht.","That many things that were taken for granted a short time ago are suddenly up for discussion again.","202.1",NA
"Jeder von uns sieht das.","Every one of us sees that.","202.1",NA
"Jeden Tag.","Every day.","202.1",NA
"Seit vielen Monaten, gar Jahren.","For many months, even years.","202.1",NA
"Jetzt ist der Zeitpunkt, an dem es nicht mehr reicht zuzuschauen.","Now is the time when it is no longer enough to watch.","606.1",NA
"Wir müssen etwas tun – schauen wir nicht länger zu!","We have to do something - let's not watch any longer!","606.1",NA
"Wir sehen die Chancen","We see the opportunities","H",NA
"Wir Freie Demokraten sehen nicht nur die Herausforderungen.","We Free Democrats not only see the challenges.","601.1",NA
"Vor allem sehen wir ein Land voller Kraft und Gestaltungswillen.","Above all, we see a country full of strength and creative will.","601.1",NA
"Ein Land, das platzt vor Ideen.","A country bursting with ideas.","601.1",NA
"Ein Land voller brachliegender Potenziale.","A country full of untapped potential.","601.1",NA
"Und wir sehen die Chancen, die in den Herausforderungen unserer Zeit stecken.","And we see the opportunities inherent in the challenges of our time.","601.1",NA
"Möglichkeiten, die darauf warten, von uns beim Schopfe gepackt zu werden – wenn man sich nicht von Angst, sondern von „German Mut“ leiten lässt:","Opportunities that are waiting to be seized by us - if we allow ourselves to be guided not by fear but by ""German courage:","601.1",NA
"Die Individualisierung der Gesellschaft öffnet den Menschen vielfältige Lebenswege, für die wir sie durch beste Bildung stark machen wollen.","The individualization of society opens up a variety of life paths for people, for which we want to make them strong through the best education.","506",NA
"Die Digitalisierung ist eine gewaltige Chance für mehr Wohlstand, selbstbestimmteres Arbeiten und einen unkomplizierteren Staat.","Digitization is a tremendous opportunity for greater prosperity, more self-determined work and a less complicated state.","411",NA
"Die starke Einwanderung nach Deutschland ist ein Anlass, endlich für ein vernünftiges Einwanderungsrecht","The strong immigration to Germany is an occasion to finally provide for a reasonable immigration law","602.2",NA
"und klare Anforderungen für Integration zu sorgen.","and clear requirements for integration.","608.2",NA
"In Zeiten von Rekordeinnahmen müssten Haushalte und soziale Sicherungssysteme für die Zukunft fit gemacht und die Bürger entlastet werden.","In times of record revenues, budgets and social security systems must be made fit for the future and the burden on citizens must be eased.","504",NA
"Wenn sich echte Lücken in unserer Sicherheitsarchitektur auftun, dann muss man sie punktgenau reparieren, statt mit Symbolpolitik alle Bürger unter Generalverdacht zu stellen.","When real gaps open up in our security architecture, they must be repaired with pinpoint accuracy instead of placing all citizens under general suspicion with symbolic policies.","605.1",NA
"Wenn Nationalisten Europa mit Propaganda sturmreif schießen wollen, dann muss man für Europas Stärken werben, aber auch genauso entschlossen seine Schwächen beheben.","If nationalists want to storm Europe with propaganda, then Europe's strengths must be promoted, but its weaknesses must also be addressed with equal determination.","108",NA
"Wir Freie Demokraten sind der festen Überzeugung: Wir können etwas tun – schauen wir nicht länger zu!","We Free Democrats are firmly convinced: We can do something - let's not watch any longer!","000",NA
"Freie Demokraten: Die Richtigen für diese Zeit.","Free Democrats: The right ones for this time.","H",NA
"Wir Freie Demokraten schöpfen unseren Aufbruchsgeist, unseren „German Mut“ aus der Grundüberzeugung, die Freie Demokraten in Deutschland schon immer geteilt haben:","We Free Democrats draw our spirit of optimism, our ""German courage,"" from the fundamental conviction that Free Democrats in Germany have always shared:","601.1",NA
"Wir glauben an die Potenziale und die Energie jedes Einzelnen und an die Kraft der Freiheit.","We believe in the potential and energy of every individual and in the power of freedom.","201.1",NA
"Wir glauben daran, dass es immer eine Möglichkeit gibt.","We believe that there is always a possibility.","201.1",NA
"Wir wollen nicht, dass „Ja, aber ...“ und Co. die Oberhand behalten.","We don't want ""Yes, but ..."" and co. to get the upper hand.","201.1",NA
"Daher lautet unser Auftrag: Stärken wir den Glauben der Menschen an sich selbst!","Therefore, our mission is: Let's strengthen people's faith in themselves!","201.1",NA
"Mit dieser Haltung haben Freie Demokraten wichtige Impulse für die großen Meilensteine in der Geschichte der Bundesrepublik gegeben: für die liberalste Verfassung in der deutschen Geschichte","With this attitude, Free Democrats have provided important impetus for the major milestones in the history of the Federal Republic: for the most liberal constitution in German history","201.1",NA
"und die Einführung der Sozialen Marktwirtschaft,","and the introduction of the social market economy, for","403",NA
"für die erfolgreiche Westintegration und die neue Ostpolitik,","successful integration into the West and the new Ostpolitik,","107",NA
"für die Bewährung des Rechtsstaates in Zeiten des RAF-Terrors,","for proving the rule of law in times of RAF terror, for the","202.1",NA
"für die marktwirtschaftliche Erneuerung der 1980er-Jahre und - für die deutsche Wiedervereinigung.","free-market renewal of the 1980s, and - for German reunification.","601.1",NA
"Aus dieser Haltung heraus sind wir überzeugt, dass wir auch die Zukunft am besten durch faire Spielregeln und klare Orientierung erfolgreich gestalten.","Based on this attitude, we are convinced that the best way to successfully shape the future is also through fair rules and clear orientation.","403",NA
"Dafür setzen wir auf die freiheitlich-demokratische Grundordnung unseres Grundgesetzes, den Rechtsstaat mit seinen Grundrechten","To achieve this, we rely on the free democratic basic order of our Basic Law, the constitutional state with its fundamental rights","203",NA
"und die Soziale Marktwirtschaft.","and the social market economy.","403",NA
"Denn das Grundgesetz ist die freiheitlichste Verfassung, die Deutschland je hatte.","After all, the Basic Law is the most liberal constitution Germany has ever had.","203",NA
"Der Rechtsstaat balanciert Freiheit und Sicherheit so aus, dass er konkreten Gefahren entschieden entgegentritt,","The rule of law balances freedom and security in such a way that it resolutely counters concrete dangers","203",NA
"ohne aber die Grundrechte der Bürgerinnen und Bürger zu verletzen.","without, however, violating citizens' fundamental rights.","201.1",NA
"Die Soziale Marktwirtschaft sorgt durch Wettbewerb für Wohlstand und Innovation.","The social market economy ensures prosperity and innovation through competition.","403",NA
"Diese Grundsätze haben nichts an Modernität verloren.","These principles have lost nothing of their modernity.","403",NA
"Die Große Koalition lässt sich jedoch von Angst beherrschen.","The grand coalition, however, is allowing itself to be ruled by fear.","305.1",NA
"Sie wirkt, als sei sie mit allem überfordert.","She looks as if she is overwhelmed with everything.","305.1",NA
"Statt die freiheitlich-demokratische Grundordnung zum Leitbild der Innen- und Außenpolitik zu machen, duckt sich die Große Koalition bei Konflikten weg.","Instead of making the free democratic basic order the guiding principle of domestic and foreign policy, the grand coalition ducks out of the way when conflicts arise.","202.1",NA
"Statt geltendes Recht durchzusetzen, betreibt sie nur Symbolpolitik.","Instead of enforcing existing law, it is merely engaging in symbolic politics.","203",NA
"Statt Markt und Wettbewerb zum Wohle der Menschen zu nutzen, hebelt sie beide bei Euro, Energie und Wirtschaft aus.","Instead of using the market and competition for the benefit of the people, it is leveraging both in the euro, energy and economy.","403",NA
"Sie handelt nicht.","It does not act.","305.1",NA
"Sie führt Symboldebatten und schaut zu, wie die Dinge ihren Lauf nehmen.","It engages in symbolic debates and watches things take their course.","305.1",NA
"Sie ist nicht fit genug für unsere Zeit.","It is not fit enough for our times.","305.1",NA
"In den letzten Jahren waren wir zum Zuschauen verdammt.","In recent years, we have been condemned to watch.","000",NA
"Die Gründe dafür sind bekannt und dafür trägt niemand anderes Verantwortung als wir selbst.","The reasons for this are well known and no one else bears responsibility for this than ourselves.","000",NA
