"text","text_en","cmp_code","eu_code"
"I. Arbeitsplätze für Deutschland","I. Jobs for Germany",NA,NA
"Deutschland braucht ein geistiges Klima des Aufbruchs","Germany needs an intellectual climate of new beginnings",NA,NA
"Deutschland braucht ein geistiges Klima des Aufbruchs, der Zukunftsorientierung und der Risiko- und Leistungsbereitschaft","Germany needs a mental climate of new beginnings, future orientation and a willingness to take risks and achieve","401",NA
"Dieses geistige Klima zu schaffen, ist eine Aufgabe der Politik und Gesellschaft insgesamt","Creating this intellectual climate is a task for politics and society as a whole","401",NA
"Die notwendigen Reformen verlangen von allen Bereitschaft zur Veränderung und zum Verzicht auf liebgewonnene Besitzstände","The necessary reforms require everyone to be willing to change and to give up cherished possessions","408",NA
"Die F.D.P ist die politische Kraft, die die notwendigen Veränderungen ehrlich anspricht und dem Wettbewerb der nicht finanzierbaren politischen Versprechungen eine Absage erteilt","The F.D.P is the political force that honestly addresses the necessary changes and rejects the competition of unaffordable political promises","305",NA
"Die F.D.P appelliert an alle Kräfte, an alle Gruppen, an alle Menschen, die die gesellschaftliche Entwicklung in unserem Lande prägen","The F.D.P. appeals to all forces, to all groups, to all people who shape social development in our country","606",NA
"Gemeinsam wollen wir- bei neuen Entwicklungen, neuen Technologien in erster Linie die Chancen sehen, nicht die Risiken,","Together, we want to see the opportunities, not the risks, in new developments and new technologies,","411",NA
"- uns von Mut und Wandel leiten lassen, nicht von Lähmung,","- be guided by courage and change, not by paralysis,","408",NA
"- Hoffnung und Optimismus ausstrahlen, nicht Ängste und Sorgen","- Exude hope and optimism, not fear and worry","000",NA
"Deutschland braucht marktwirtschaftliche Erneuerung für Arbeitsplätze","Germany needs market-based renewal for jobs",NA,NA
"Für Arbeitsplätze braucht Deutschland marktwirtschaftliche Erneuerung vom Kopf bis zum Fuß","For jobs, Germany needs free-market renewal from head to toe","401",NA
"Die Bürger wissen, daß ein bißchen Flickwerk hier und da nicht reicht, wenn ein gewaltiger Staatsapparat und eine wuchernde Sozialbürokratie vom mittleren Einkommen die Hälfte und mehr auffressen","Citizens know that a little patchwork here and there is not enough when a huge state apparatus and a proliferating social bureaucracy eat up half and more of the middle income","303",NA
"Wenn jede zweite Mark durch die Hände des Staates geht, dann ist das zuviel bürokratische Staatswirtschaft und zuwenig soziale Marktwirtschaft","If every second deutschmark passes through the hands of the state, then that is too much bureaucratic state economy and too little social market economy","401",NA
"Arbeitslosigkeit ist ein schweres Schicksal","Unemployment is a heavy fate","701",NA
