"text","text_en","cmp_code","eu_code"
"DER GRÜNE NEUE GESELLSCHAFTSVERTRAG KLIMA ARBEIT GERECHTIGKEIT FREIHEIT Bundestagswahlprogramm 2009 BÜNDNIS 90/DIE GRÜNEN Dieses Bundestagswahlprogramm wurde auf der 30. Ordentlichen Bundesdelegiertenkonferenz von BÜNDNIS 90/DIE GRÜNEN am 8. bis 10. Mai 2009 in Berlin beschlossen.","THE GREEN NEW SOCIAL CONTRACT CLIMATE WORK JUSTICE FREEDOM Federal Election Program 2009 BÜNDNIS 90/DIE GRÜNEN This Federal Election Program was adopted at the 30th Ordinary Federal Delegates Conference of BÜNDNIS 90/DIE GRÜNEN on May 8-10, 2009 in Berlin.",NA,NA
"Präambel","Preamble",NA,NA
"Liebe Wählerin, lieber Wähler, unser Programm zur Bundestagswahl am 27. September erreicht Sie in einer Zeit großer Umbrüche und auch Sorgen.","Dear voter, our program for the federal election on September 27 reaches you at a time of great upheaval and also concern.","000",NA
"Die Folgen der Wirtschafts- und Finanzkrise belasten viele Menschen.","The consequences of the economic and financial crisis are weighing on many people.","000",NA
"Immer mehr fürchten den Verlust des Arbeitsplatzes und die, die arbeitslos sind, sehen ihre Chancen schwinden, bald wieder in Beschäftigung zu kommen.","More and more fear losing their jobs, and those who are unemployed see their chances of getting back into work soon dwindling.","701",NA
"Besorgniserregend sind aber auch die Auswirkungen des rapide fortschreitenden Klimawandels","However, the effects of rapidly advancing climate change are also worrying","501",NA
"und die sich international verschärfenden Konflikte um Ressourcen und um Nahrungsmittel.","and the intensifying international conflicts over resources and food.","107",NA
"Armut und Hunger sind nach wie vor große und weltweit ungelöste Probleme.","Poverty and hunger are still major and unresolved problems worldwide.","107",NA
"Wir können nicht länger so tun, als ob das alles nichts mit der Art und Weise, wie wir wirtschaften und leben, zu tun hat.","We can no longer pretend that none of this has anything to do with the way we manage and live.","305",NA
"Die Krise ist Ausdruck einer Denkweise, die kurzfristige Profitinteressen über alles andere gestellt hat.","The crisis is an expression of a mindset that has put short-term profit interests above all else.","305",NA
"Viele Gesellschaften haben über ihre Verhältnisse gelebt und mehr konsumiert, als es ihre eigene Leistungsfähigkeit eigentlich erlaubte.","Many societies have lived beyond their means and consumed more than their own capacity actually allowed.","305",NA
"Wir stehen an einer Zeitenwende und können es uns nicht leisten, so weiterzumachen wie bisher.","We are at a turning point and cannot afford to continue as we are.","305",NA
"Den Klimawandel erst wieder in guten Zeiten bekämpfen zu wollen,","Not wanting to tackle climate change until the good times come again,","501",NA
"wäre genauso verantwortungslos, wie Menschen, die existenzielle wirtschaftliche Ängste haben, auf den nächsten Konjunkturaufschwung zu vertrösten und sie bis dahin allein zu lassen.","would be just as irresponsible as putting off people with existential economic fears until the next economic upturn and leaving them to fend for themselves until then.","503",NA
