"text","text_en","cmp_code","eu_code"
"24. Ordentliche Bundesdelegiertenkonferenz 9./10. Juli 2005, Berlin","24th Ordinary Federal Delegates Conference July 9/10, 2005, Berlin",NA,NA
"Beschluss: Wahlprogramm 2005 (redaktioneller Stand: 15.7.2005)","Resolution: Election program 2005 (editorial status: 15.7.2005)",NA,NA
"Liebe Wählerin, lieber Wähler,","Dear Voter,",NA,NA
"mit dem Wahlprogramm, das Sie in den Händen halten, möchten wir Sie von unserem Weg der solidarischen Modernisierung","With the election manifesto that you are holding in your hands, we would like to convince you of our path of solidarity-based modernization.","606",NA
"und der ökologischen Verantwortung überzeugen.","and ecological responsibility.","501",NA
"Wir setzen uns ein für eine Gesellschaft, in der die Menschen die notwendigen Veränderungen ohne Angst vor Arbeitslosigkeit und Ausgrenzung mitgehen können.","We are committed to a society in which people can go along with the necessary changes without fear of unemployment and exclusion.","504",NA
"Wir wollen Sie davon überzeugen, dass das wichtige Thema der Ökologie auf der Tagesordnung bleibt.","We want to convince you that the important issue of ecology remains on the agenda.","501",NA
"Ohne Ökologie ist kein Leben möglich, kein Arbeiten und keine wirtschaftliche Entwicklung, keine Gerechtigkeit und keine Freiheit.","Without ecology no life is possible, no work and no economic development, no justice and no freedom.","501",NA
"Solidarische Modernisierung heißt für uns auch:","For us, solidarity-based modernization also means:","303",NA
"Wir werben für eine Stärkung der Bürgerrechte","We promote the strengthening of civil rights","301",NA
"und eine tolerante Gesellschaft.","and a tolerant society.","607",NA
"Und wir möchten Sie gewinnen für die gerechte Gestaltung der Globalisierung","And we want to win you over for the just shaping of globalization","503",NA
"und den Schutz der Menschenrechte.","and the protection of human rights.","201",NA
"Unsere Gesellschaft befindet sich in einem tiefgreifenden Umbruch.","Our society is undergoing a profound transformation.","303",NA
"Der wirtschaftliche Druck wird auch im Zuge der Globalisierung immer größer und gleichzeitig steckt Europa in einer Krise.","Economic pressure is also increasing in the wake of globalization, and at the same time Europe is in crisis.","408",NA
"Trotz zahlreicher um-weltpolitischer Erfolge nimmt die Umweltbelastung weiter zu","Despite numerous environmental policy successes, environmental pollution continues to increase","501",NA
"und eine ökologische Weltwirtschaft ist in weiter Ferne.","and an ecological global economy is a long way off.","501",NA
"Die sozialen Sicherungssysteme erodieren auf Grund des Wandels von Wirtschaft und Altersstruktur.","Social security systems are eroding due to changes in the economy and age structure.","504",NA
"Wir erleben die zunehmende Ausgrenzung eines Teils der Gesellschaft.","We are witnessing the increasing exclusion of a part of society.","503",NA
"Die Arbeitswelt verändert sich dramatisch.","The world of work is changing dramatically.","701",NA
"Klassische Vollerwerbsarbeitsplätze brechen weg, Millionen sind arbeitslos und viele leben in unsicheren Arbeitsverhältnissen.","Traditional full-time jobs are disappearing, millions are unemployed and many are living in insecure employment.","701",NA
"Die öffentlichen Haushalte sind zudem dramatisch verschuldet und viele Kommunen stehen vor dem Bankrott.","Moreover, public budgets are dramatically in debt and many municipalities are on the verge of bankruptcy.","414",NA
"Diese Schwierigkeiten wollen wir offen ansprechen.","We want to address these difficulties openly.","303",NA
"Die Antworten darauf sind weder einfach noch bequem.","The answers are neither easy nor convenient.","303",NA
"Nur wenn wir und Sie gemeinsam den Mut haben, uns diesen Fragen offen zu stellen, können wir zusammen unserer Gesellschaft eine echte Perspektive geben.","Only if we and you together have the courage to face these questions openly can we together give our society a real perspective.","202",NA
"In den vergangenen sieben Jahren konnten wir wichtige Fortschritte erzielen: beim Atomausstieg, in der Energiepolitik, beim Umwelt- und Klimaschutz, in der Außen- und Friedenspolitik, bei der Integration Europas, beim Staatsbürgerschaftsrecht und der Migrationspolitik.","In the past seven years, we have been able to make important progress: in the nuclear phase-out, in energy policy, in environmental and climate protection, in foreign and peace policy, in the integration of Europe, in citizenship law and in migration policy.","305",NA
"Ob in der Verbraucher- und Agrarpolitik, in der Renten- und Sozialpolitik, bei der Lebenspartnerschaft, in der Frauenpolitik, wir stellen fest: Auf der Habenseite der rot-grünen Koalition stehen hauptsächlich grüne Erfolge.","Whether in consumer and agricultural policy, in pension and social policy, in life partnership, in women's policy, we note: on the credit side of the red-green coalition there are mainly Green successes.","305",NA
"Und wir haben in all diesen Bereichen viele weitere Ideen und Konzepte, die wir in die Tat umsetzen wollen.","And we have many more ideas and concepts in all these areas that we want to put into practice.","305",NA
"Wir stellen Ihnen in diesem Programm dar, wo wir Erfolge hatten, aber auch wo wir uns nicht durchsetzen konnten.","In this program, we present to you where we have had successes, but also where we have not been able to prevail.","305",NA
"Wir sagen Ihnen auch, wo wir dazugelernt haben und neue Impulse geben wollen.","We will also tell you where we have learned and want to provide new impetus.","305",NA
"Unsere Gesellschaft braucht starke GRÜNE, damit wir unseren Weg der solidarischen Modernisierung","Our society needs strong GREENS so that we can continue on our path of solidarity-based modernization.","606",NA
"und ökologischen Verantwortung weitergehen können.","and ecological responsibility.","501",NA
"Wir sprechen in unserem Programm über grüne Ziele und Visionen und über konkrete Vorschläge, die wir Schritt für Schritt umsetzen wollen.","In our program, we talk about green goals and visions and about concrete proposals that we want to implement step by step.","305",NA
"Und für diese Ziele werben wir um Ihre Stimme bei der Bundestagswahl.","And it is for these goals that we are soliciting your vote in the federal election.","305",NA
"Freiheit braucht Teilhabe und Gerechtigkeit","Freedom needs participation and justice",NA,NA
"Grüne Politik zielt auf Freiheit und Selbstbestimmung.","Green policy aims at freedom and self-determination.","201",NA
"Aber wir können sie nur erreichen, wenn es auch gerecht zugeht.","But we can only achieve them if things are also fair.","503",NA
"Unsere Politik hat gerade auch diejenigen im Blick, die von Ausgrenzung betroffen sind oder in eine ungewisse soziale Zukunft blicken.","Our policy also focuses on those who are affected by exclusion or face an uncertain social future.","504",NA
"Wir formulieren Angebote für ein selbstbestimmtes Leben in sozialer Sicherheit.","We formulate offers for a self-determined life in social security.","504",NA
"Millionen in unserer Gesellschaft sind zu lange schon ohne Arbeit oder haben Angst ihre Arbeitsplätze zu verlieren.","Millions in our society have been out of work too long or are afraid of losing their jobs.","701",NA
"Viele fühlen sich ausgeschlossen oder sind verunsichert.","Many feel excluded or insecure.","503",NA
