"text","text_en","cmp_code","eu_code"
"wir wenden uns mit diesem Programm an Sie.","we are addressing you with this program.","305",NA
"Wir wollen Sie bei der Bundestagswahl am 22. September für eine andere, für eine bessere Politik gewinnen.","We want to win you over for a different, for a better policy in the federal election on September 22.","305",NA
"Wir wenden uns mit unserem Programm an alle, die meinen, dass wir in unserer Gesellschaft jetzt einiges verändern müssen, um eine gute, eine sichere Zukunft zu schaffen.","We address our program to all those who think that we have to change things in our society now in order to create a good, a secure future.","305",NA
"Wenn wir die Klimakatastrophe so weit wie möglich aufhalten und die Energiewende verwirklichen,","If we stop the climate catastrophe as far as possible and realize the energy transition,","501",NA
"wenn wir morgen in einer gerechten und modernen Gesellschaft leben wollen, dann können wir nicht abwarten – wir müssen heute politisch handeln.","If we want to live in a fair and modern society tomorrow, we cannot wait and see - we have to take political action today.","503",NA
"Wir GRÜNE haben immer versucht, Politik zu machen, die über den Tag hinausdenkt, seit der Gründung der GRÜNEN in der Bundesrepublik im Jahr 1980 und im Osten seit 1989/90 als Grüne Partei in der DDR und als Bündnis 90.","We Greens have always tried to make policies that think beyond the day, since the founding of the Greens in the Federal Republic in 1980 and in the East since 1989/90 as the Green Party in the GDR and as Bündnis 90.","305",NA
"Dabei waren wir mutig und ehrgeizig und manchmal haben wir uns dabei auch geirrt.","In doing so, we have been courageous and ambitious, and sometimes we have been wrong.","305",NA
"Aber aus unseren Irrtümern haben wir gelernt, unser Ehrgeiz hat uns stark gemacht und mit unserem Mut haben wir die Gesellschaft vorangebracht.","But we have learned from our mistakes, our ambition has made us strong and with our courage we have advanced society.","305",NA
"Wir wollten aus der Atomkraft aussteigen, als noch alle Mächtigen Atomfans waren.","We wanted to get out of nuclear power when all the powerful were still nuclear fans.","501",NA
"Wir haben für biologische Lebensmittel gekämpft, als noch kein Großhändler auch nur daran dachte, diese Produkte zu verkaufen.","We fought for organic food when no wholesaler even thought of selling these products.","501",NA
"Wir waren FeministInnen, wir haben die Quote gelebt, während überwiegend Männerbünde regierten, die Frauen lieber am Herd sahen.","We were feminists, we lived the quota, while predominantly male alliances ruled, preferring to see women at the hearth.","503",NA
"Wir kämpften an der Seite von Lesben, Schwulen, trans- und intersexuellen Menschen, als diese sozial vielfach geächtet wurden.","We fought alongside lesbians, gays, trans and intersex people when they were socially ostracized in many ways.","503",NA
"Wir waren in Ost und West Kriegsdienstverweigerer und Friedensbewegte, als Kalter Krieg und atomares Wettrüsten als politische Notwendigkeit galten.","We were conscientious objectors and peace movements in East and West when the Cold War and the nuclear arms race were considered a political necessity.","106",NA
"Wir zeigten bereits Verantwortung für die Eine Welt, als der Mainstream noch zwischen drei Welten unterschied und nur das nationale Wohl zählte.","We already showed responsibility for the One World when the mainstream still distinguished between three worlds and only the national good counted.","107",NA
"Wir laden Sie auch heute ein, mit uns über den Tag hinauszudenken – mit uns zu diskutieren, was sich ändern muss und wo es hingehen soll.","Today, we also invite you to think beyond the day with us - to discuss with us what needs to change and where it should go.","305",NA
"Deutschland hat auf dem Weg zu einer grüneren Wirtschaft","Germany is on the way to a greener economy","416",NA
