"text","text_en","cmp_code","eu_code"
"BÜRGERPROGRAMM 2002","CITIZEN PROGRAM 2002",NA,NA
"Bereit zur Verantwortung","Ready for responsibility",NA,NA
"Deutschland befindet sich mitten im Prozess globaler Veränderungen von der Industriegesellschaft zur Informationsgesellschaft.","Germany is in the midst of a process of global change from an industrial society to an information society.","408",NA
"Kapital, Arbeit, Information werden immer mobiler, nationale Grenzen verlieren an Bedeutung,","Capital, labor, and information are becoming increasingly mobile, national borders are losing importance, and","408",NA
"der Staat verliert an Steuerungskompetenz.","the state is losing its control competence.","401",NA
"Die neue Zeit ist mit keiner anderen Idee so gestaltbar wie mit der Idee der Freiheit: Der Freiheit zur Verantwortung.","The new era can be shaped with no other idea as with the idea of freedom: the freedom to take responsibility.","201",NA
"Die anderen Parteien missverstehen den Staat und die Politik als den Vormund der Bürgerinnen und Bürger.","The other parties misunderstand the state and politics as the guardians of citizens.","305",NA
"Nur die FDP begreift Politik und Staat als den Wächter über die Fairness im Zusammenleben mündiger Bürgerinnen und Bürger.","Only the FDP understands politics and the state as the guardian of fairness in the coexistence of responsible citizens.","305",NA
"Die anderen Parteien ruinieren den Staat, indem sie dafür sorgen, dass er sich in immer mehr einmischt und immer weniger beherrscht.","The other parties are ruining the state by ensuring that it interferes in more and more and controls less and less.","305",NA
"Die FDP setzt auf die verantwortlich denkenden Menschen im Volk.","The FDP relies on the responsibly thinking people among the people.","000",NA
"Die FDP ist eine Partei für das ganze Volk.","The FDP is a party for all the people.","305",NA
"Eine Partei für alle, die fragen, was sie für ihre Gemeinde, ihr Land und ihr Volk tun können, anstatt immer gleich nach dem Staat zu rufen.","A party for all those who ask what they can do for their community, their country and their people, instead of always calling for the state right away.","606",NA
"Wir wenden uns an alle, die mehr Freiheit und Verantwortung und weniger staatliche Bevormundung wollen.","We appeal to all those who want more freedom and responsibility and less state paternalism.","201",NA
"Als Partei für das ganze Volk gehen wir unabhängig in die Bundestagswahl 2002.","As a party for all the people, we are entering the 2002 federal elections independently.","305",NA
"Die FDP will 2002 einen politischen Kurswechsel.","The FDP wants a change of political course in 2002.","305",NA
"Die FDP will das nächste Regierungsprogramm nachhaltig bestimmen.","The FDP wants to determine the next government program in the long term.","305",NA
