"text","text_en","cmp_code","eu_code"
"Die Zukunft, für die wir kämpfen: SOZIAL. GERECHT. FRIEDEN. FÜR ALLE.","The future we are fighting for: SOCIAL. JUST. PEACE. FOR ALL.","H",NA
"Einführung","Introduction","H",NA
"Es liegt an uns allen.","It's up to all of us.","606.1",NA
"Wir können das Land verändern.","We can change the country.","606.1",NA
"Wir können die Zukunft für die Menschen gerechter und besser machen.","We can make the future fairer and better for people.","503",NA
"Ein gutes Leben für alle wäre längst möglich.","A good life for all would have been possible long ago.","503",NA
"Der Reichtum wächst jeden Tag, aber er kommt nur Wenigen zugute.","Wealth is growing every day, but it benefits only a few.","503",NA
"Die Welt ist aus den Fugen, es liegt an uns, sie neu zu gestalten.","The world is out of joint, it is up to us to reshape it.","503",NA
"Die Bundestagswahl kann eine Richtungsentscheidung werden: für ein sozialeres,","The Bundestag election can be a directional decision: for a more social,","503",NA
"nachhaltigeres Land,","sustainable country,","416.2",NA
"ein gerechtes Europa und eine friedlichere Welt.","a just Europe and a more peaceful world.","106",NA
"Die Frage wird sein: Wollen wir den oberen Zehntausend in diesem Land mehr Macht und Einfluss geben und die Kluft zwischen Arm und Reich weiter vertiefen?","The question will be: Do we want to give more power and influence to the top ten thousand in this country and further widen the gap between rich and poor?","503",NA
"Oder wollen wir den Sozialstaat stärken,","Or do we want to strengthen the welfare state,","504",NA
"das Klima retten,","save the climate,","501",NA
"neue und bessere Arbeit schaffen","create new and better work and","701",NA
"und gerechter verteilen","distribute it more fairly,","503",NA
"und für sichere Renten und gute Löhne für alle Menschen kämpfen?","and fight for secure pensions and good wages for everyone?","504",NA
"Wollen wir denjenigen Politikerinnen und Politikern vertrauen, die Ungleichheit von Einkommen und Vermögen verantworten und die Gesellschaft spalten?","Do we want to trust those politicians who are responsible for inequality of income and wealth and divide society?","305.1",NA
"Oder sind wir bereit, uns mit den Reichen und Mächtigen anzulegen?","Or are we ready to take on the rich and powerful?","606.1",NA
"Wollen wir Konkurrenzdruck, Angst und Verunsicherung nachgeben oder wollen wir stärker über unser Leben und unsere Gesellschaft selbst bestimmen?","Do we want to give in to competitive pressure, fear and insecurity or do we want to have more control over our lives and our society?","606.1",NA
"Wie wir diese Fragen beantworten, wird über unsere Zukunft und unser Zusammenleben entscheiden.","How we answer these questions will determine our future and how we live together.","606.1",NA
"DIE LINKE will eine Zukunft, für die es sich zu kämpfen lohnt: Wir wollen ein Land, in dem alle ihren gerechten Anteil an der Gesellschaft haben.","DIE LINKE wants a future worth fighting for: We want a country in which everyone has their fair share in society.","503",NA
"In dem das Leben für die Menschen wieder planbar ist.","In which life can be planned for people again.","504",NA
"Wir wollen, dass alle Menschen frei von Armut sind und keine Angst vor sozialem Absturz haben.","We want all people to be free from poverty and not to fear social decline.","504",NA
"Wir wollen, dass Menschen mit niedrigen und mittleren Einkommen besser gestellt werden.","We want people with low and middle incomes to be better off.","503",NA
"Wir wollen ein Land, in dem Reichtum das ist, was allen gehört: öffentliche Bildung, Gesundheit, saubere Umwelt, Kultur.","We want a country where wealth is what belongs to everyone: public education, health, clean environment, culture.","503",NA
"In dem Wohnen für alle bezahlbar ist.","In which housing is affordable for all.","503",NA
"In dem Natur und Klima geschützt","In which nature and climate are protected","501",NA
"und unsere Ressourcen nicht verschwendet werden.","and our resources are not wasted.","416.2",NA
"Wir wollen ein Land, in dem alle Menschen gleichberechtigt zusammenleben","We want a country in which all people live together on an equal footing","202.1",NA
"und an den demokratischen Entscheidungen beteiligt sind – unabhängig von ihren individuellen Fähigkeiten, ihrer körperlichen Verfassung, ihrer Herkunft und sozialen Stellung, ihres Geschlechts, Alters oder ihrer sexuellen Orientierung.","and participate in democratic decision-making - regardless of their individual abilities, physical condition, origin and social status, gender, age or sexual orientation.","503",NA
"Eine inklusive Gesellschaft, in der niemand ausgegrenzt wird.","An inclusive society where no one is excluded.","503",NA
"Dafür treten wir an.","That's what we're standing up for.","503",NA
"Gegen den Hass, die Abschottung und die Vorurteile der Rechten.","Against the hatred, the isolation and the prejudices of the right.","202.1",NA
"Gegen Aufrüstung und Auslandseinsätze der Bundeswehr.","Against rearmament and foreign deployments of the Bundeswehr.","105",NA
"Für soziale Gerechtigkeit","For social justice","503",NA
"und Frieden","and peace","106",NA
"und einen Aufbruch der Demokratie.","and a dawn of democracy.","202.1",NA
"Wir kämpfen für eine Gerechtigkeitswende.","We are fighting for a turnaround in justice.","503",NA
"Die gibt es nicht zum Nulltarif, nicht für warme Worte und nicht ohne Konflikt mit Konzernen, Superreichen und ihren politischen Verbündeten.","This does not come for free, not for warm words, and not without conflict with corporations, the super-rich, and their political allies.","503",NA
"Der Einfluss der Reichsten in Staat, Wirtschaft und Gesellschaft ist groß: Wer hat, dem wird gegeben.","The influence of the richest in the state, economy and society is great: to whom has, shall be given.","503",NA
"Ihre Interessen und ihre Macht reichen um den Globus, befördern Freihandel, Umweltzerstörung und Konkurrenz und Kriege, die zu Flucht und Vertreibung führen.","Their interests and power reach around the globe, promoting free trade, environmental destruction and competition, and wars that lead to flight and displacement.","503",NA
"Große Konzerne beherrschen zunehmend das Internet.","Large corporations increasingly dominate the Internet.","503",NA
"Der Zugang zu guter Bildung und Arbeit bleibt Vielen verschlossen.","Access to good education and work remains closed to many.","503",NA
"Die Kluft zwischen starken und schwachen Regionen, reichen und armen Stadtvierteln vergrößert sich.","The gap between strong and weak regions, rich and poor neighborhoods is widening.","503",NA
