"text","text_en","cmp_code","eu_code"
"Konsequent sozial. Für Demokratie und Frieden. Bundestagswahlprogramm 2009","Consistently social. For democracy and peace. Bundestag Election Program 2009",NA,NA
"1. Ein Schutzschirm für die Menschen","1. a protective screen for the people",NA,NA
"„Der neoliberale Marktfundamentalismus war immer eine politische Doktrin, die gewissen Interessen diente.","""Neoliberal market fundamentalism has always been a political doctrine that served certain interests.","403",NA
"Sie wurde nie von ökonomischer Theorie gestützt, ebenso wenig von historischen Erfahrungen.“ Joseph Stiglitz, Nobelpreisträger und ehemals Chefökonom der Weltbank, Juli 2008","It has never been supported by economic theory, nor by historical experience."" Joseph Stiglitz, Nobel Laureate and former Chief Economist of the World Bank, July 2008","403",NA
"Viele Bürgerinnen und Bürger, die am 27. September wählen, tun dies in Sorge und mit schwerem Herzen.","Many citizens who vote on September 27 do so with concern and a heavy heart.",NA,NA
"Sie bangen um ihre Zukunft, ängstigen sich um ihre Arbeit, ihr Einkommen, ihren Ausbildungsplatz, ihre Rente.","They fear for their future, their jobs, their income, their apprenticeships, their pensions.",NA,NA
"Viele von ihnen sind wütend und enttäuscht von neoliberaler Politik und dem kapitalistischen System.","Many of them are angry and disappointed with neoliberal policies and the capitalist system.","305",NA
"Sie brauchen einen Schutzschirm zur Rettung von Arbeitsplätzen, Löhnen und Sozialeinkommen.","They need a protective umbrella to save jobs, wages and social incomes.","503",NA
"Mindestens ebenso notwendig brauchen wir eine radikale Kehrtwende in der Umweltpolitik.","At least as necessary, we need a radical turnaround in environmental policy.","501",NA
"Spätestens seit dem UN-Klimabericht ist klar: Wir zerstören unseren Lebensraum, wenn wir nicht sofort handeln.","Since the UN climate report at the latest, it has been clear that we will destroy our habitat if we do not act immediately.","501",NA
"Die ökonomische und die ökologische Krise sind eng miteinander verzahnt.","The economic and ecological crises are closely intertwined.","501",NA
"Auch hier steht der Profit gegen die Vernunft und die Interessen der gesamten Bevölkerung.","Here, too, profit stands against reason and the interests of the population as a whole.","416",NA
"Wir brauchen einen Schutzschirm für die Umwelt, um den weiteren Temperaturanstieg zu stoppen und die Umweltzerstörung zu verhindern.","We need an environmental umbrella to stop further temperature rise and prevent environmental degradation.","501",NA
"Der Kapitalismus hat die Welt in die schwerste Finanz- und Wirtschaftskrise seit 80 Jahren getrieben.","Capitalism has driven the world into the worst financial and economic crisis in 80 years.","403",NA
"Handel und Wirtschaft brechen weltweit ein.","Trade and the economy are collapsing worldwide.","408",NA
"Es trifft überall die Ärmsten der Armen.","It hits the poorest of the poor everywhere.","503",NA
