"text","text_en","cmp_code","eu_code"
"Die Mitte stärken. Deutschlandprogramm 2009 Programm der Freien Demokratischen Partei zur Bundestagswahl 2009 beschlossen auf dem Bundesparteitag vom 15.-17. Mai 2009 in Hannover.","Strengthening the center. Germany Program 2009 Program of the Free Democratic Party for the 2009 Bundestag Elections adopted at the Federal Party Congress in Hanover, May 15-17, 2009.",NA,NA
"1. Präambel: Die Mitte stärken","1. preamble: strengthening the center",NA,NA
"Der Mensch steht im Mittelpunkt liberaler Politik.","People are at the center of liberal politics.",NA,NA
"Wir machen uns für die Freiheit des Einzelnenin Verantwortung für eine bessere Zukunft unseres Landes stark.","We stand up for the freedom of the individual in responsibility for a better future of our country.","401",NA
"Wir wollen die liberale Bürgergesellschaft, in der der Einzelne nicht losgelöst von seinen Mitbürgern lebt, sondern gemeinsam mit ihnen in einer Wertegemeinschaft.","We want a liberal civil society in which individuals do not live in isolation from their fellow citizens, but together with them in a community of values.","606",NA
"Sie ist geprägt von Weltoffenheit, Toleranz und Solidarität und ist der Menschenwürde verpflichtet.","It is characterized by openness to the world, tolerance and solidarity and is committed to human dignity.","606",NA
"In der liberalen Bürgergesellschaft entscheiden die Bürgerinnen und Bürger über die ZukunftDeutschlands.","In a liberal civil society, citizens decide on the future of Germany.","202",NA
"Die liberale Bürgergesellschaft lebt vom Engagement und der politischen Teilhabe der Menschen.","Liberal civil society thrives on people's commitment and political participation.","606",NA
"Denn durch sie wird Politik gestaltet.","Because it is through them that policy is shaped.","202",NA
"Sie schöpft ihre Kraft aus der Eigeninitiative und Kreativität ihrer Bürgerinnen und Bürger.","It draws its strength from the initiative and creativity of its citizens.","401","108"
"Sie stellt sich den vielfältigen Herausforderungen des demographischen Wandels.","It is facing up to the many challenges of demographic change.","408",NA
"Wir Liberale vertrauen auf die Leistungsbereitschaft der Menschen","We liberals trust in people's willingness to perform and in","401",NA
"und auf einen Staat, der seine Stärke aus der Beschränkung auf seine hoheitlichen Aufgaben schöpft.","a state that draws its strength from limiting itself to its sovereign tasks.","401",NA
"Wir wenden uns an alle mündigen und verantwortungsbereiten Bürgerinnen und Bürger.","We address all mature and responsible citizens.","401",NA
"Sie erkennen selbst, was getan werden muss und brauchen dafür keine bevormundende Staatsbürokratie.","They recognize for themselves what needs to be done and do not need a patronizing state bureaucracy to do it.","401",NA
"Die FDP ist die Partei für alle, die ihr Leben selbst gestalten und dabei nicht vom Staat bevormundet werden wollen.","The FDP is the party for everyone who wants to shape their own lives and not be patronized by the state.","401",NA
"Wir wollen die Maßstäbe politischen Handelns neu definieren: Freiheit vor Gleichheit,","We want to redefine the standards of political action: Freedom before equality,","201",NA
"Erwirtschaften vor Verteilen,","Generate before distributing,","401",NA
"Privat vor Staat,","Private before state,","401",NA
"Eigenverantwortung statt Staatsgläubigkeit,","Personal responsibility instead of faith in the state,","401",NA
"Chancengleichheit statt Gleichmacherei.","Equal opportunities instead of egalitarianism.","503",NA
"Wer mehr Freiheit und Chancengerechtigkeit in Deutschland will, braucht eine starke FDP.","Anyone who wants more freedom and equal opportunities in Germany needs a strong FDP.","201",NA
"Wir setzen uns für mehr Freiheit und Verantwortung und weniger staatliche Bevormundung ein.","We advocate more freedom and responsibility and less government paternalism.","401",NA
"Freiheit ist mehr als ein abstrakter Begriff.","Freedom is more than an abstract concept.","201",NA
"Sie ist die Grundlage für die freie Entwicklung und Entfaltung der Persönlichkeit.","It is the basis for the free development and unfolding of the personality.","201",NA
"Maßstab aller Politik muss die Freiheit sein.","The yardstick of all politics must be freedom.","201",NA
"Denn nur sie erweitert Handlungsspielräume.","Because only it expands the scope for action.","201",NA
"Unsere realistische Betrachtung der Gegenwart liefert Antworten und Lösungsvorschläge, die frei sind von ideologischer Verblendung.","Our realistic view of the present provides answers and proposed solutions that are free of ideological delusion.","305",NA
"Wir wollen die Chancen der Zukunft nutzen, indem wir ihre Herausforderungen erfolgreich meistern.","We want to seize the opportunities of the future by successfully mastering its challenges.","305",NA
"Dazu gehört auch, die Freiheiten zu verteidigen, die wir heute in Deutschland selbstverständlich genießen.","This also includes defending the freedoms that we enjoy as a matter of course in Germany today.","201",NA
"Wir sind nicht dazu bereit, Bürgerrechte für eine trügerische Sicherheit aufzugeben.","We are not willing to give up civil liberties for a deceptive security.","602",NA
"Wir Liberale stehen für eine Politik, die vom Respekt vor den Bürgerrechten","We liberals stand for a policy that is based on respect for civil rights.","201",NA
"und der Verfassung geprägt ist.","and the constitution.","203",NA
"Für Deutschlands Zukunftsfähigkeit ist es zentral, allen Bürgerinnen und Bürgern gleiche Chancen auf freie Entfaltung zu eröffnen.","It is central to Germany's future viability to give all citizens equal opportunities for free development.","503",NA
"Verantwortungsvolle Bürgerinnen und Bürger wissen, dass der Staat ihnen nicht alle Mühen abnimmt.","Responsible citizens know that the state does not take all their troubles away.","401",NA
"Aber sie müssen darauf vertrauen können, dass er ihnen nicht noch zusätzliche Lasten aufbürdet.","But they must be able to trust that he will not place additional burdens on them.","401",NA
"Die FDP ist der Anwalt der Mitte der Gesellschaft.","The FDP is the advocate of the middle of society.","704",NA
"Die Mitte steht gegen Extreme, aber sie ist mehr als etwas zwischen links und rechts.","The center stands against extremes, but it is more than something between left and right.","704",NA
"Sie ist vor allem eines: eine Grundhaltung.","It is one thing above all: a basic attitude.","704",NA
"Für sie sind Leistungsbereitschaft, Fleiß und Aufstiegswille keine Fremdwörter.","For them, a willingness to perform, diligence and the will to advance are not foreign words.","401",NA
"Ihr Denken in Generationen und sozialen Zusammenhängen, ihr Verantwortungsbewusstsein und ihr Fleiß, ihre Eigenverantwortung und der starke Leistungswille sind das Fundament unserer Gesellschaft.","Their thinking in generational and social contexts, their sense of responsibility and diligence, their personal responsibility and strong will to achieve are the foundation of our society.","401",NA
"Die FDP ist der Partner der Mitte.","The FDP is the partner of the middle.","704",NA
"Denn es sind diese Menschen, die unsere Gemeinschaft starkmachen.","Because it is these people who make our community strong.","704",NA
"Sie kümmern sich um eine gute Ausbildung ihrer Kinder, sorgen für die Familie vor und leben Solidarität mit den Schwachen.","They take care of a good education of their children, provide for the family and live solidarity with the weak.","704",NA
"Umweltbewusstsein und ein ausgeprägtes Gefühl für Gerechtigkeit sind für die Mitte der Gesellschaft selbstverständlich.","Environmental awareness and a strong sense of justice are taken for granted by the middle of society.","503",NA
"Die Gängelung der Mitte muss aufhören, damit sich Leistung endlich wieder lohnt.","The squeezing of the middle has to stop so that performance finally pays off again.","401",NA
"Dies trifft insbesondere für den Mittelstand zu, denn Mittelstand ist keine betriebswirtschaftliche Recheneinheit.","This is particularly true for SMEs, because SMEs are not a business computing unit.","704",NA
