"text","text_en","cmp_code","eu_code"
"Für eine neue soziale Idee Die Linkspartei.PDS","For a new social idea The Left Party.PDS",NA,NA
"Eine  andere  Politik  ist  nötig  –  für  soziale  und  demokratische  Alternativen","A different policy is needed - for social and democratic alternatives",NA,NA
"Fünf Millionen Arbeitslose, trotz Ausbildungspakt Zehntausende fehlende Lehrstellen, Millionen Menschen in ungesicherten Arbeitsverhältnissen, eine nach wie vor bestehende Kluft zwischen Ost-und Westdeutschland – das ist die Bilanz der Politik von SPD und Grünen.","Five million unemployed, tens of thousands of apprenticeships missing despite the training pact, millions of people in insecure jobs, a continuing gap between East and West Germany - these are the results of the policies of the SPD and the Greens.","305",NA
"Die gesellschaftlichen Verhältnisse sind absurd:","The social conditions are absurd:","503",NA
"Steigende Dividenden gehen einher mit Massenentlassungen und Steuergeschenken an die Vertreter des großen Kapitals.","rising dividends go hand in hand with mass layoffs and tax giveaways to the representatives of big capital.","503",NA
"Die Senkung des Spitzensteuersatzes der Einkommenssteuer geht einher mit zunehmender Verschuldung der öffentlichen Haushalte und Massenarbeitslosigkeit.","The reduction of the top income tax rate is accompanied by increasing public debt and mass unemployment.","503",NA
"Steigende Produktivität der Beschäftigten ermöglicht kürzere Arbeitszeiten und steigende Einkommen, doch tatsächlich erleben wir Arbeitszeitverlängerungen, Lohn-und Rentenkürzungen.","Increasing productivity of employees allows for shorter working hours and rising incomes, but in fact we are experiencing working time extensions, wage and pension cuts.","503",NA
"Die Krankenversicherten werden mit Praxisgebühren und Zuzahlungen belastet.","Those with health insurance are burdened with practice fees and co-payments.","504",NA
"Die Arbeitgeberbeiträge werden einseitig gesenkt und damit die ohnehin steigenden Gewinne wirtschaftsstarker Unternehmen subventioniert.","Employer contributions are being reduced unilaterally, thereby subsidizing the already rising profits of economically strong companies.","503",NA
"Die Hauptverlierer sind die Arbeitslosen.","The main losers are the unemployed.","701",NA
"Rot-Grün hat die Bezugsdauer des Arbeitslosengeldes gekürzt, die Arbeitslosenhilfe abgeschafft, das Arbeitslosengeld II auf Sozialhilfeniveau gesenkt.","The Red-Greens have cut the duration of unemployment benefits, abolished unemployment assistance, and reduced unemployment benefit II to the level of social assistance.","701",NA
"Nicht „Fordern und Fördern“, sondern „Fordern statt Fördern“ ist die Devise:","The motto is not ""demand and promote"", but ""demand instead of promote"":","701",NA
"mit verschärften Kontrollvorschriften und Zumutbarkeitsregelungen, die weder Rücksicht auf Qualifikation noch tarifliche Entlohnung nehmen.","with stricter control regulations and reasonableness rules that take neither qualifications nor collectively agreed pay into account.","701",NA
"Hartz IV steht für Armut und Demütigung per Gesetz.","Hartz IV stands for poverty and humiliation by law.","701",NA
"Die Agenda 2010 steht für Wahlbetrug und Entsolidarisierung.","Agenda 2010 stands for electoral fraud and desolidarization.","305",NA
"Mit ihr hat sich die SPD von sozialdemokratischen Grundsätzen verabschiedet.","With it, the SPD has abandoned social democratic principles.","305",NA
"Die Regierungsparteien wollen diese ungerechte und gescheiterte Politik der Agenda 2010 fortsetzen.","The governing parties want to continue this unjust and failed policy of Agenda 2010.","305",NA
"Darüber können einige plakative, sozial klingende Aussagen in den Wahlprogrammen nicht hinwegtäuschen.","A few striking, social-sounding statements in the election programs cannot hide this fact.","305",NA
