"text","text_en","cmp_code","eu_code"
"1. Die Chancen der Freiheit","1. the opportunities of freedom",NA,NA
"Freiheit braucht Mut.","Freedom needs courage.","401",NA
"Unser Programm macht Mut für die Zukunft.","Our program gives courage for the future.","401",NA
"Wir haben eine Vision: Die liberale Bürgergesellschaft, die ihre Kraft aus der Eigeninitiative und Kreativität der Bürgerinnen und Bürger schöpft und nicht von einer anonymen Staatsbürokratie gelähmt wird.","We have a vision: liberal civil society that draws its strength from citizens' own initiative and creativity and is not paralyzed by an anonymous state bureaucracy.","401",NA
"Wir wollen eine liberale Bürgergesellschaft, in der die Bürger1 über die Zukunft Deutschlands mitentscheiden und an demokratischen Entscheidungsprozessen teilhaben.","We want a liberal civil society in which citizens1 have a say in Germany's future and participate in democratic decision-making processes.","202",NA
"Wir wollen, daß die Bürger wieder Zuversicht und Mut fassen, gemeinsam mit den Liberalen notwendige Veränderungen in unserer Gesellschaft anzustoßen.","We want citizens to regain confidence and courage to work with liberals to initiate necessary changes in our society.","202",NA
"Für die liberale Bürgergesellschaft müssen die Maßstäbe politischen Handelns neu definiert werden: Freiheit vor Gleichheit,","The standards of political action must be redefined for liberal civil society: Freedom before equality,","201",NA
"Erwirtschaften vor Verteilen,","Generate before distributing,","401",NA
"Privat vor Staat,","Private before state,","401",NA
"Eigenverantwortung statt Staatsgläubigkeit,","Personal responsibility instead of faith in the state,","401",NA
"Chancengleichheit statt Gleichmacherei.","Equal opportunities instead of egalitarianism.","503",NA
"Wer mehr Freiheit und Chancengerechtigkeit will, braucht die FDP.","Anyone who wants more freedom and equal opportunities needs the FDP.","201",NA
"Die Liberalen machen sich für die Rechte der Einzelnen in Verantwortung für eine bessere Zukunft unseres Landes stark.","Liberals stand up for the rights of individuals in responsibility for a better future for our country.","201",NA
"Wir wollen, daß die Menschen selbst entscheiden, wie sie ihr Leben führen.","We want people to decide for themselves how to live their lives.","401",NA
"Die Politik muß sich daher zukünftig mehr darauf beschränken, den Rahmen für das menschliche Miteinander zu gestalten.","In the future, therefore, politics must confine itself more to shaping the framework for human coexistence.","401",NA
"Die anderen Parteien greifen zu sehr in das Leben der Menschen ein, weil sie sich anmaßen zu wissen, was das Beste für die Bürger ist.","The other parties interfere too much in people's lives because they presume to know what is best for citizens.","305",NA
"Niemand aber ist im Besitz von endgültigen Wahrheiten.","But no one is in possession of definitive truths.","305",NA
"Die Debatten der letzten Jahre handeln von den Chancen und den Herausforderungen der Globalisierung,","The debates of recent years have been about the opportunities and challenges of globalization,","000",NA
"den Risiken und Kosten eines überdehnten Sozialstaats","the risks and costs of an overstretched welfare state","505",NA
"und den Lebensumständen einer alternden Gesellschaft.",", and the living conditions of an aging society.","000",NA
"Die Idee der Freiheit muß sich täglich in konkreter Politik gegenüber den Menschen beweisen und deren Fragen beantworten.","The idea of freedom must prove itself every day in concrete politics towards the people and answer their questions.","201",NA
"Wir betrachten die Gegenwart realistisch und leiten aus den positiven Erfahrungen mit liberalen Antworten in der Vergangenheit den Optimismus ab, die Zukunft der Gesellschaft erfolgreich gestalten zu können.","We take a realistic view of the present and derive from the positive experiences with liberal responses in the past the optimism that we will be able to successfully shape society's future.","201",NA
"Denn auch der Fortschritt ergibt sich nicht automatisch; er muß von den Menschen Tag für Tag erarbeitet werden.","Because even progress does not come automatically; it has to be worked out by people day by day.","401",NA
"Dazu brauchen die Bürger bessere politische Rahmenbedingungen für Innovation und Wachstum in Deutschland.","To achieve this, citizens need a better political framework for innovation and growth in Germany.","410",NA
"Wir bieten den Bürgern unser Gesamtkonzept der marktwirtschaftlichen Erneuerung an: Arbeit hat Vorfahrt durch Bildung und Forschung in einem liberalen Sozialstaat, auf den die Bürger wieder vertrauen können.","We offer citizens our overall concept of free-market renewal: Work has the right of way through education and research in a liberal welfare state that citizens can trust again.","401",NA
"Die Antworten und Lösungsansätze des Liberalismus bauen auf Freiheit und Verantwortung,","Liberalism's answers and solutions are based on freedom and responsibility,","201",NA
"Weltoffenheit und Toleranz,","openness to the world and tolerance,","607",NA
"Subsidiarität und Solidarität.","subsidiarity and solidarity.","401",NA
"Das sind die Werte und Grundsätze der liberalen Bürgergesellschaft.","These are the values and principles of liberal civil society.","201",NA
"Die Probleme der Gegenwart und die Sorgen um die Zukunft erklären sich aus der Vernachlässigung dieser Grundsätze.","The problems of the present and the worries about the future are explained by the neglect of these principles.","201",NA
"Wenn wir wieder nach ihnen handeln, besteht Aussicht auf Besserung.","If we act on them again, there is a prospect of improvement.","201",NA
"Wir sind davon überzeugt, daß das Streben jedes Einzelnen nach Glück auch für die Gesamtheit die besten Ergebnisse gewährleistet.","We are convinced that the pursuit of happiness by each individual also ensures the best results for the whole.","401",NA
