"text","text_en","cmp_code","eu_code"
"Deutschland ist auf einem guten Weg.","Germany is on the right track.","601",NA
"Trotz der schweren Krise in Europa.","Despite the severe crisis in Europe.","601",NA
"Das ist zuallererst ein Verdienst der Menschen, die durch gemeinsame Anstrengungen wieder starkes Wachstum,","This is first and foremost thanks to the people who, through their joint efforts, have restored strong growth,","410",NA
"mehr Arbeit und höhere Löhne in Deutschland geschaffen haben.","have created more jobs and higher wages in Germany.","701",NA
"Und es ist ein Verdienst liberaler Politik, weil mehr Menschen die Freiheit dazu haben, ihre Träume zu verfolgen und ihren eigenen Weg zu gehen.","And it's a credit to liberal policies because more people have the freedom to pursue their dreams and go their own way.","305",NA
"Dafür haben wir uns vier Jahre lang in der christlich-liberalen Koalition eingesetzt.","This is what we have been working for for four years in the Christian-Liberal coalition.","305",NA
"Dafür haben wir in den letzten vier Jahren so manchen Kampf geführt.","We have fought many a battle for this over the past four years.","305",NA
"Und die Ergebnisse können sich sehen lassen: Es waren vier gute Jahre für Deutschland.","And the results are impressive: It was four good years for Germany.","305",NA
"Wir haben die Menschen in unserem Land um insgesamt 22 Milliarden Euro entlastet.","We have relieved the people in our country of a total of 22 billion euros.","408",NA
"Wir haben den Staatshaushalt in Ordnung gebracht und für 2014 das erste Mal seit über 40 Jahren einen strukturell ausgeglichenen Bundeshaushalt beschlossen.","We have put the state budget in order and adopted a structurally balanced federal budget for 2014 for the first time in over 40 years.","414",NA
"Wir haben durchgesetzt, dass in allen Euro-Staaten eine Schuldenbremse eingeführt wird und die Voraussetzungen geschaffen, damit aus Europa eine echte Stabilitätsunion wird.","We have succeeded in introducing a debt brake in all euro countries and created the conditions for Europe to become a genuine stability union.","414",NA
"Wir verteidigen die Sicherheit unseres Geldes.","We defend the safety of our money.","414",NA
"Wir haben neue Subventionen verhindert und Staatshilfen für Großkonzerne unterbunden.","We have prevented new subsidies and stopped state aid for large corporations.","414",NA
"Wir haben zusätzliche Investitionen in Bildung,","We have additional investments in education,","506",NA
"in Forschung,","in Research,","411",NA
"in Infrastruktur","in infrastructure","411",NA
"und Kinderbetreuung durchgesetzt.","and childcare.","504",NA
"Und wir haben die Bürgerrechte gestärkt","And we have strengthened civil rights","201",NA
"und Bürokratie abgebaut.","and reduced bureaucracy.","303",NA
"Damit jeder sich frei entfalten kann.","So that everyone can develop freely.","201",NA
"Eine starke Soziale Marktwirtschaft.","A strong social market economy.","403",NA
"Sicheres Geld.","Safe money.","414",NA
"Solide Haushalte.","Solid budgets.","414",NA
"Entlastung für Mitte.","Relief for center.","704",NA
"Mehr Bildungschancen.","More educational opportunities.","506",NA
"Und starke, freie Bürger.","And strong, free citizens.","201",NA
"Das ging nur mit uns.","That was only possible with us.","305",NA
"Das ging nur mit der FDP.","That was only possible with the FDP.","305",NA
"Wir haben Hindernisse beiseite geräumt und Freiräume geschaffen.","We have cleared away obstacles and created free spaces.","305",NA
"Freiräume, die von den Menschen in unserem Land genutzt wurden, um inmitten der europäischen Schuldenkrise ein deutsches Wachstumswunder zu schaffen:","Free spaces that have been used by the people in our country to create a German growth miracle in the midst of the European debt crisis:","410",NA
