"text","text_en","cmp_code","eu_code"
"MEHR FÜR DICH.","MORE FOR YOU.",NA,NA
"BESSER FÜR DEUTSCHLAND.","BETTER FOR GERMANY.",NA,NA
"REGIERUNGSPROGRAMM DER SPD FÜR DIE BUNDESTAGSWAHL 2025","SPD GOVERNMENT PROGRAM FOR THE 2025 FEDERAL ELECTION",NA,NA
"Inhalt","Contents",NA,NA
"Worauf es jetzt ankommt .................................................................................................................. 4","What matters now .................................................................................................................. 4",NA,NA
"Ein neuer Aufschwung für Deutschland.............................................................................................. 6","A new upswing for Germany.............................................................................................. 6",NA,NA
"1. Wir kämpfen für neues Wachstum und sichere Arbeitsplätze. ..................................................................6","1 We are fighting for new growth and secure jobs. ..................................................................6",NA,NA
"2. Wir kämpfen für Made in Germany 2.0. .........................................................................................................10","2 We are fighting for Made in Germany 2.0. .........................................................................................................10",NA,NA
"3. Wir kämpfen für einen starken Arbeitsmarkt und gute Arbeitsbedingungen......................................12","3 We are fighting for a strong labor market and good working conditions......................................12",NA,NA
"4. Wir kämpfen dafür, dass gute Bildung für alle zuverlässig gelingt..........................................................15","4. we are fighting for good education for all..........................................................15",NA,NA
"5. Wir kämpfen für eine Finanzpolitik, die der Zukunft unseres Landes dient..........................................16","5. we are fighting for a financial policy that serves the future of our country..........................................16",NA,NA
"Beschäftigte und ihre Familien entlasten ........................................................................................ 20","Relieving the burden on employees and their families ........................................................................................ 20",NA,NA
"6. Wir kämpfen für ein bezahlbares Zuhause. ...................................................................................................20","6. we fight for an affordable home. ...................................................................................................20",NA,NA
"7. Wir kämpfen für Arbeit, die ein gutes Leben ermöglicht. ..........................................................................23","7. we fight for work that enables a good life. ..........................................................................23",NA,NA
"8. Wir kämpfen für stabile Renten. .......................................................................................................................24","8. we fight for stable pensions. .......................................................................................................................24",NA,NA
"9. Wir kämpfen für einen verlässlichen Alltag für Familien. ..........................................................................25","9. we fight for a reliable everyday life for families. ..........................................................................25",NA,NA
"10. Wir kämpfen für eine gute Gesundheitsversorgung in Stadt und Land.................................................28","10. we fight for good healthcare in urban and rural areas.................................................28",NA,NA
"11. Wir kämpfen für menschenwürdige Pflege und deckeln die Pflegekosten...........................................31","11. we fight for humane care and cap care costs...........................................31",NA,NA
"12. Wir kämpfen für Klimaschutz, den sich jeder leisten kann. .......................................................................33","12. we are fighting for climate protection that everyone can afford. .......................................................................33",NA,NA
"13. Wir kämpfen für eine pünktliche Bahn und gute Mobilität für alle. .......................................................34","13. we are fighting for punctual trains and good mobility for all. .......................................................34",NA,NA
