"text","text_en","cmp_code","eu_code"
"Wahlprogramm zur Bundestagswahl am 23. Februar 2025","Election platform for the federal election on February 23, 2025",NA,NA
"Deine Stimme für den Norden.","Your voice for the North.",NA,NA
"Beschlossen auf der SSW-Hauptausschuss-Sitzung am 03.12.2024 und dem SSW-Landesparteitag am 11.01.2025 in Schleswig","Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig",NA,NA
"Inhalt Einleitung:","Contents Introduction:",NA,NA
"- Wer SSW wählt, wählt Schleswig-Holstein","- Whoever votes SSW, votes for Schleswig-Holstein",NA,NA
"- Das Land auf Kurs bringen: Regionale Antworten auf die Krisen unserer Zeit","- Putting the state on course: Regional answers to the crises of our time",NA,NA
"Das wollen wir im Bundestag erreichen:","This is what we want to achieve in the Bundestag:",NA,NA
"- Gute Minderheitenpolitik ist Friedenspolitik","- Good minority policy is peace policy",NA,NA
"- Kein Sozialabbau, sondern Daseinsvorsorge für alle","- No social cuts, but services of general interest for all",NA,NA
"- Klimaschutz muss sozial und gerecht für zukünftige Generationen sein","- Climate protection must be social and fair for future generations",NA,NA
"- Schleswig-Holstein kommt bei Investitionen in die Verkehrsinfrastruktur zu kurz","- Schleswig-Holstein is missing out on investment in transport infrastructure",NA,NA
"- Der Küstenschutz in Schleswig-Holstein muss Priorität haben","- Coastal protection in Schleswig-Holstein must be a priority",NA,NA
"- Umweltpolitik muss Mensch und Natur konsequent schützen","- Environmental policy must consistently protect people and nature",NA,NA
"- Die Wirtschaftskrise meistern: Starke Unternehmen und gute Arbeit in allen Regionen des Landes","- Overcoming the economic crisis: strong companies and good jobs in all regions of the state",NA,NA
"- Regional und nachhaltig: Wir brauchen eine andere Landwirtschaftspolitik","- Regional and sustainable: we need a different agricultural policy",NA,NA
"- Finanzpolitik nicht auf Kosten der Schwächsten","- Financial policy not at the expense of the weakest",NA,NA
"- Eine Europäische Union, die nationale Minderheiten schütz und fördert","- A European Union that protects and promotes national minorities",NA,NA
"- Frieden, soziale Gerechtigkeit, Demokratie und Menschenrechte müssen die Säulen der deutschen Außenpolitik sein","- Peace, social justice, democracy and human rights must be the pillars of German foreign policy",NA,NA
"- Sachliche Innen- und Rechtspolitik für alle Bürger:innen","- Objective domestic and legal policy for all citizens",NA,NA
"- Für eine humane und realistische Asyl- und Integrationspolitik:","- For a humane and realistic asylum and integration policy:",NA,NA
"Die Kommunen dürfen nicht alleingelassen werden","Local authorities must not be left alone",NA,NA
"- Nordisches Demokratieverständnis: Demokratie lebt vom Mitmachen","- Nordic understanding of democracy: democracy thrives on participation",NA,NA
"- Gleichstellungspolitik nach skandinavischem Vorbild","- Equality policy based on the Scandinavian model",NA,NA
"- Bildungs- und Ausbildungspolitik muss gleiche Chancen für alle schaffen","- Education and training policy must create equal opportunities for all",NA,NA
"- Kultur ist kein Luxus","- Culture is not a luxury",NA,NA
"- Der Bund muss die Jugend stärker in Fokus nehmen","- The federal government must focus more on young people",NA,NA
"Abschluss: - Schleswig-Holstein braucht eine verlässliche Stimme in Berlin","Conclusion: - Schleswig-Holstein needs a reliable voice in Berlin",NA,NA
"Einleitung","Introduction","H",NA
"Wer SSW wählt, wählt Schleswig-Holstein!","If you vote SSW, you vote Schleswig-Holstein!","H",NA
"Als wir uns vor vier Jahren dazu entschieden hatten, nach vielen Jahren erneut bei einer Bundestagswahl anzutreten, mussten wir uns vielen Fragen stellen: Warum der SSW?","Four years ago, when we decided to stand again in a federal election after many years, we had to ask ourselves many questions: Why the SSW?",NA,NA
"Warum sollten wir als Minderheiten- und Regionalpartei uns der Herausforderung stellen, in Berlin Politik zu machen?","Why should we, as a minority and regional party, take up the challenge of making politics in Berlin?",NA,NA
"Warum sollten wir unsere Kräfte mit den großen Parteien messen?","Why should we measure our strength against the major parties?",NA,NA
"Die Antwort ist klar: Weil wir gebraucht werden!","The answer is clear: Because we are needed!",NA,NA
"Weil unsere Region, unser Norden und unsere Minderheiten eine Stimme brauchen – eine Stimme, die sich nicht in Berliner Fraktionszwängen verliert.","Because our region, our north and our minorities need a voice - a voice that is not lost in Berlin's factional constraints.",NA,NA
"Wir wussten, dass viele Entscheidungen in Berlin über unsere Köpfe hinweg getroffen und wir zu oft vergessen werden.","We knew that many decisions in Berlin are made over our heads and that we are too often forgotten.",NA,NA
"Deshalb haben wir gesagt: Wir bringen die Anliegen unserer Heimat auf die große Bühne!","That's why we said: We're taking the concerns of our home region to the big stage!",NA,NA
"Wir kämpfen für eine Politik, die den Norden stark macht, die Minderheiten schützt und dafür sorgt, dass unsere Region lebenswert bleibt.","We are fighting for a policy that makes the north strong, protects minorities and ensures that our region remains worth living in.",NA,NA
"Auch heute noch werde ich gefragt: „Warum sollte ich den SSW zur Bundestagswahl wählen?","Even today I am still asked: ""Why should I vote for the SSW in the Bundestag elections?",NA,NA
"Was könnt Ihr mit dem einen Mandat schon bewegen?“","What can you achieve with just one mandate?""",NA,NA
"Ich sage dann immer: Eine Stimme für den SSW ist mehr wert als eine Stimme für jede andere Partei.","I always say: A vote for the SSW is worth more than a vote for any other party.",NA,NA
"Denn der SSW ist die einzige Partei, die sich ausschließlich für Schleswig-Holstein stark macht.","Because the SSW is the only party that stands up exclusively for Schleswig-Holstein.",NA,NA
"Wer SSW wählt, wählt Schleswig-Holstein!","If you vote SSW, you vote Schleswig-Holstein!",NA,NA
"Wir erleben gerade eine schwierige Zeit.","We are currently experiencing difficult times.",NA,NA
"Die Preise für Lebensmittel und Strom steigen, die Menschen haben Ebbe im Portemonnaie und wissen nicht, wie es weitergehen soll.","Prices for food and electricity are rising, people's wallets are low and they don't know what to do next.",NA,NA
"Viele sorgen sich um ihre Jobs, denn viele Industriestandorte stehen vor Entlassungen oder sogar der Schließung.","Many are worried about their jobs, as many industrial sites are facing redundancies or even closure.",NA,NA
"Die Menschen wollen, dass ihre Probleme ernst genommen werden:","People want their problems to be taken seriously:",NA,NA
"Sie wollen, dass eine Ärztin oder ein Arzt in ihrer Nähe ist.","They want a doctor to be close to them.",NA,NA
"Sie wollen, dass soziale Gerechtigkeit nicht gegen innere Sicherheit ausgespielt wird.","They do not want social justice to be played off against internal security.",NA,NA
"Sie wollen Sicherheit und Maßnahmen vor der nächsten Sturmflut und starke Deiche","They want safety and measures before the next storm surge and strong dykes",NA,NA
"an unseren Küsten, an den Förden und an der Schlei.","on our coasts, on the fjords and on the Schlei.",NA,NA
"Auch im Binnenland wollen sie unsere einzigartige Natur und ihre Biodiversität für unsere Nachkommen und Feriengäste erhalten.","They also want to preserve our unique nature and biodiversity inland for our descendants and holidaymakers.",NA,NA
