"text","text_en","cmp_code","eu_code"
"Unser Land verdient mehr!","Our country deserves more!",NA,NA
"Das Wahlprogramm des BSW zur Bundestagswahl 2025","The BSW election program for the 2025 federal elections",NA,NA
"Präambel","Preamble","H",NA
"Deutschland ist nicht mehr, was es noch vor wenigen Jahrzehnten war: ein moderner Industriestaat, der vom Ausland geschätzt wurde für seine mittelständischen Weltmarktführer und seine top ausgebildeten Fachkräfte, seine gute öffentliche Infrastruktur und Gesundheitsversorgung, seine effizienten Verwaltungen, die niedrige Kriminalität und den hohen Grad an sozialem Zusammenhalt.","Germany is no longer what it was just a few decades ago: a modern industrialized country that was valued abroad for its medium-sized global market leaders and its highly trained skilled workers, its good public infrastructure and healthcare, its efficient administrations, its low crime rate and its high degree of social cohesion.","601.1",NA
"Viele Menschen in Deutschland leben heute mit Abstiegsängsten und Existenzsorgen.","Many people in Germany today live with fears of social decline and existential worries.","503",NA
"Sie beunruhigt die Talfahrt unserer Industrie,","They are worried about the downturn in our industry,","410",NA
"der Mangel an Lehrern,","the shortage of teachers,","506",NA
"Ärzten und Pflegekräften,","doctors and nurses,","504",NA
"die fehlende Absicherung im Alter,","the lack of security in old age,","504",NA
"der Kontrollverlust bei der Migration","the loss of control over migration","601.2",NA
"und die wachsende Kriegsgefahr.","and the growing threat of war.","106",NA
"Die hohen Preise und steigenden Mieten stellen ihren bescheidenen Wohlstand infrage.","High prices and rising rents are calling their modest prosperity into question.","503",NA
"Viele fühlen sich heute unsicher im eigenen Land.","Many now feel insecure in their own country.","605.1",NA
"Für die entstandene Situation tragen die Parteien der gescheiterten Ampel besondere Verantwortung.","The parties of the failed traffic light coalition bear particular responsibility for the situation that has arisen.","305.1",NA
"Doch bereits in 16 Jahren CDU-Kanzlerschaft wurden die Weichen Richtung Abstieg gestellt.","However, 16 years of CDU chancellorship have already set the course for decline.","305.1",NA
"Unser Land steht an einem Wendepunkt: In der nächsten Wahlperiode wird sich entscheiden, ob Deutschland auch in Zukunft zur Liga der führenden Industrienationen gehört oder unwiderruflich absteigt, weil es wichtige Industrien und damit die Basis seines Wohlstands verliert.","Our country is at a turning point: the next election period will decide whether Germany will remain in the league of leading industrial nations in the future or whether it will be irrevocably relegated because it is losing important industries and thus the basis of its prosperity.","410",NA
"Zugleich muss alles getan werden, dass Deutschland nicht in einen Krieg hineingezogen wird.","At the same time, everything must be done to ensure that Germany is not drawn into a war.","106",NA
"Die heutige Welt ist geprägt von Spannungen, Konflikten und immer mehr Kriegen, an denen auch Atommächte beteiligt sind.","Today's world is characterized by tensions, conflicts and more and more wars in which nuclear powers are also involved.","106",NA
"Deutschland gehört mittlerweile zu den größten Waffenexporteuren in Kriegsgebiete und ist so mitverantwortlich für Leid und Tod.","Germany is now one of the largest exporters of weapons to war zones and is therefore partly responsible for suffering and death.","105",NA
"Auch hierzulande fließen immer mehr Ressourcen in die Aufrüstung und wir sollen an den Gedanken gewöhnt werden, dass der Krieg irgendwann auch zu uns kommt.","In this country too, more and more resources are flowing into armaments and we are being accustomed to the idea that war will come to us at some point.","105",NA
"Diesen Wahnsinn wollen wir stoppen!","We want to stop this madness!","105",NA
"Unser Land kann schon deshalb nicht „kriegstüchtig“ werden, weil wir einen großen europäischen Krieg im Atomzeitalter nicht überleben würden.","Our country cannot become ""fit for war"" if only because we would not survive a major European war in the nuclear age.","105",NA
"Das BSW ist die einzige Friedenspartei im Deutschen Bundestag, die die aktuelle Hochrüstung ebenso konsequent ablehnt wie Waffenlieferungen in Kriegsgebiete.","The BSW is the only peace party in the German Bundestag that consistently rejects the current arms build-up as well as arms deliveries to war zones.","105",NA
"Anstelle eines neuen Wettrüstens brauchen wir ernsthafte Bemühungen um die diplomatische Lösung von Konflikten und neue Verträge über Rüstungskontrolle und gemeinsame Sicherheit.","Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security.","105",NA
"Das BSW legt ein Wahlprogramm für einen politischen Neuanfang 2025 vor: Für ein Deutschland, in dem sich die Bürger wieder wohl und sicher fühlen,","The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again,","605.1",NA
"in dem die Schulen Bildung fürs Leben vermitteln","in which schools provide education for life","506",NA
"und jeder Kranke einen guten Arzt findet,","and every sick person finds a good doctor,","504",NA
"in dem die Fleißigen belohnt werden und nicht die Erben,","in which the hard-working are rewarded and not the heirs,","503",NA
"ein Land, in dem Anstrengung wieder Aufstieg ermöglicht","a country in which effort makes advancement possible again","503",NA
"und die Politik den Menschen das Leben leichter und nicht schwerer macht.","and politics makes life easier for people and not harder.","303",NA
"Wir wollen die drohende Deindustrialisierung stoppen, indem wir die Energiepreise durch eine vernünftige Energiepolitik senken,","We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy,","411",NA
"Innovation technologieoffen fördern,","promoting innovation open to technology,","411",NA
"über eine Reform der Schuldenbremse unsere marode Infrastruktur modernisieren","modernizing our ailing infrastructure by reforming the debt brake","411",NA
